date,tavg,prcp,tsun,is_holiday,SKU,sale_percent,month,day_of_week,mmdd,price_per_unit,qty_pred
2025-11-24,4.1,5.8,0.0,False,9201,0.2,11,0,11-24,242.6437264150943,0.19156492794201904
2025-11-24,4.1,5.8,0.0,False,92012,0.0,11,0,11-24,269.62947368421055,0.03150314883754487
2025-11-24,4.1,5.8,0.0,False,92014,0.0,11,0,11-24,268.23400000000004,0.01609913702806591
2025-11-24,4.1,5.8,0.0,False,92016,0.0,11,0,11-24,272.18,0.03321304752792588
2025-11-24,4.1,5.8,0.0,False,92018,0.0,11,0,11-24,268.46173913043475,0.029883830289320755
2025-11-24,4.1,5.8,0.0,False,9202,0.2,11,0,11-24,262.49352303523034,0.5878440513973158
2025-11-24,4.1,5.8,0.0,False,92022,0.0,11,0,11-24,288.59,0.06268670184850209
2025-11-24,4.1,5.8,0.0,False,92024,0.0,11,0,11-24,291.345,0.07946522564203953
2025-11-24,4.1,5.8,0.0,False,92026,0.0,11,0,11-24,285.1877049180328,0.09439778102095542
2025-11-24,4.1,5.8,0.0,False,92028,0.0,11,0,11-24,296.2933333333333,0.046551778722806164
2025-11-24,4.1,5.8,0.0,False,9203,0.2,11,0,11-24,324.47482663316583,0.6394102395773004
2025-11-24,4.1,5.8,0.0,False,92032,0.0,11,0,11-24,354.27,0.07495673586768624
2025-11-24,4.1,5.8,0.0,False,92034,0.0,11,0,11-24,357.1340625,0.04102580670479732
2025-11-24,4.1,5.8,0.0,False,92036,0.0,11,0,11-24,361.4188805970149,0.0931318295370132
2025-11-24,4.1,5.8,0.0,False,92038,0.0,11,0,11-24,356.30052631578945,0.06460149898838874
2025-11-24,4.1,5.8,0.0,False,9204,0.2,11,0,11-24,780.6685106382978,0.05981147838073748
2025-11-24,4.1,5.8,0.0,False,92042,0.0,11,0,11-24,801.1227272727273,0.016514064493942826
2025-11-24,4.1,5.8,0.0,False,92044,0.0,11,0,11-24,798.3075,0.005928996240405473
2025-11-24,4.1,5.8,0.0,False,92046,0.0,11,0,11-24,866.4155555555556,0.014091396255014961
2025-11-24,4.1,5.8,0.0,False,92048,0.0,11,0,11-24,855.775,0.0028606267361440305
2025-11-24,4.1,5.8,0.0,False,9205,0.2,11,0,11-24,508.5914285714286,0.03586003491945466
2025-11-24,4.1,5.8,0.0,False,92052,0.0,11,0,11-24,527.745,0.010976185798227173
2025-11-24,4.1,5.8,0.0,False,92054,0.0,11,0,11-24,591.4024999999999,0.006027505783548422
2025-11-24,4.1,5.8,0.0,False,92056,0.0,11,0,11-24,562.2083333333334,0.008836252264105218
2025-11-24,4.1,5.8,0.0,False,92058,0.0,11,0,11-24,557.39,0.0014590289915918163
2025-11-24,4.1,5.8,0.0,False,9206,0.2,11,0,11-24,295.9864285714285,0.01926887951421522
2025-11-24,4.1,5.8,0.0,False,92062,0.0,11,0,11-24,330.67199999999997,0.007297957350208146
2025-11-24,4.1,5.8,0.0,False,92064,0.0,11,0,11-24,346.64,0.0014231603317534343
2025-11-24,4.1,5.8,0.0,False,92066,0.0,11,0,11-24,332.774,0.00719398104130709
2025-11-24,4.1,5.8,0.0,False,9207,0.2,11,0,11-24,431.7697777777778,0.06302960587045259
2025-11-24,4.1,5.8,0.0,False,92072,0.0,11,0,11-24,460.36,0.007568658550352541
2025-11-24,4.1,5.8,0.0,False,92074,0.0,11,0,11-24,493.6066666666666,0.008876269976536611
2025-11-24,4.1,5.8,0.0,False,92076,0.0,11,0,11-24,447.331,0.015068024581855967
2025-11-24,4.1,5.8,0.0,False,92078,0.0,11,0,11-24,455.8674999999999,0.004880754642897924
2025-11-24,4.1,5.8,0.0,False,9208,0.2,11,0,11-24,350.26142857142855,0.020980662303910533
2025-11-24,4.1,5.8,0.0,False,92082,0.0,11,0,11-24,332.77,0.0016129687039735208
2025-11-24,4.1,5.8,0.0,False,92084,0.0,11,0,11-24,331.385,0.0030282257918613745
2025-11-24,4.1,5.8,0.0,False,92086,0.0,11,0,11-24,332.77,0.001380862792209655
2025-11-24,4.1,5.8,0.0,False,92088,0.0,11,0,11-24,374.438,0.007395139782437822
2025-11-24,4.1,5.8,0.0,False,9209,0.2,11,0,11-24,480.0157142857143,0.03153252133360268
2025-11-24,4.1,5.8,0.0,False,92092,0.0,11,0,11-24,497.585,0.00309686879356252
2025-11-24,4.1,5.8,0.0,False,92096,0.0,11,0,11-24,482.42333333333335,0.0046560225154200574
2025-11-24,4.1,5.8,0.0,False,92098,0.0,11,0,11-24,531.51,0.0014146771093947435
2025-11-24,4.1,5.8,0.0,False,9210,0.2,11,0,11-24,805.4475,0.007470965563172074
2025-11-24,4.1,5.8,0.0,False,92104,0.0,11,0,11-24,869.3733333333333,0.00426950372671205
2025-11-24,4.1,5.8,0.0,False,92106,0.0,11,0,11-24,812.36,0.0028942674100135637
2025-11-24,4.1,5.8,0.0,False,92108,0.0,11,0,11-24,732.1,0.0015290277382132744
2025-11-24,4.1,5.8,0.0,False,9311dx,0.2,11,0,11-24,200.44221212121212,0.1232220134428326
2025-11-24,4.1,5.8,0.0,False,9311fz,0.2,11,0,11-24,175.68601449275363,0.0639461560776045
2025-11-24,4.1,5.8,0.0,False,9311sf,0.2,11,0,11-24,219.22774074074076,0.028058712692375854
2025-11-24,4.1,5.8,0.0,False,9311ub,0.2,11,0,11-24,131.4649152542373,0.3966523718008523
2025-11-24,4.1,5.8,0.0,False,9312dx,0.2,11,0,11-24,229.99238486842103,0.5536783086881601
2025-11-24,4.1,5.8,0.0,False,9312fz,0.2,11,0,11-24,200.70763661202184,0.23568265792494206
2025-11-24,4.1,5.8,0.0,False,9312sf,0.2,11,0,11-24,257.0764247311828,0.14529593509904656
2025-11-24,4.1,5.8,0.0,False,9312ub,0.2,11,0,11-24,154.1826170411985,1.0446126111315512
2025-11-24,4.1,5.8,0.0,False,9313dx,0.2,11,0,11-24,187.164,0.03722153801093419
2025-11-24,4.1,5.8,0.0,False,9313fz,0.2,11,0,11-24,159.33333333333334,0.034249176973951224
2025-11-24,4.1,5.8,0.0,False,9313sf,0.2,11,0,11-24,209.89708333333337,0.015737629759745974
2025-11-24,4.1,5.8,0.0,False,9313ub,0.2,11,0,11-24,122.01270833333334,0.1129216353936713
2025-11-24,4.1,5.8,0.0,False,9314dx,0.2,11,0,11-24,212.5185036231884,0.19683925520917006
2025-11-24,4.1,5.8,0.0,False,9314fz,0.2,11,0,11-24,188.69118055555555,0.07771928516795958
2025-11-24,4.1,5.8,0.0,False,9314sf,0.2,11,0,11-24,247.90098039215687,0.07959172978731952
2025-11-24,4.1,5.8,0.0,False,9314ub,0.2,11,0,11-24,145.92976875,0.32289212393889255
2025-11-24,4.1,5.8,0.0,False,9316dx,0.2,11,0,11-24,140.37604166666668,0.11153490626913667
2025-11-24,4.1,5.8,0.0,False,9316fz,0.2,11,0,11-24,123.622,0.02220418453120176
2025-11-24,4.1,5.8,0.0,False,9316sf,0.2,11,0,11-24,152.5275,0.0149636028875126
2025-11-24,4.1,5.8,0.0,False,9316ub,0.2,11,0,11-24,93.10185,0.20212654421495188
2025-11-24,4.1,5.8,0.0,False,9317dx,0.2,11,0,11-24,92.47914285714286,0.0301883449194742
2025-11-24,4.1,5.8,0.0,False,9317fz,0.2,11,0,11-24,81.735,0.006184264838696095
2025-11-24,4.1,5.8,0.0,False,9317sf,0.2,11,0,11-24,104.92639880952382,0.019194103343883166
2025-11-24,4.1,5.8,0.0,False,9317ub,0.2,11,0,11-24,63.74249999999999,0.01628496025284072
2025-11-24,4.1,5.8,0.0,False,9318dx,0.2,11,0,11-24,150.0,0.005849412109720812
2025-11-24,4.1,5.8,0.0,False,9318ub,0.2,11,0,11-24,88.33333333333333,0.008203873148381807
2025-11-24,4.1,5.8,0.0,False,ga10111,0.0,11,0,11-24,97.56,0.0030463907794216366
2025-11-24,4.1,5.8,0.0,False,ga10112,0.0,11,0,11-24,125.886,0.007421331164939254
2025-11-24,4.1,5.8,0.0,False,ga10113,0.0,11,0,11-24,144.314375,0.013686930055830136
2025-11-24,4.1,5.8,0.0,False,ga1011sf,0.0,11,0,11-24,161.88333333333333,0.0060695947594748174
2025-11-24,4.1,5.8,0.0,False,ga10131,0.2,11,0,11-24,20.37388888888889,0.04455432065799066
2025-11-24,4.1,5.8,0.0,False,ga10132,0.2,11,0,11-24,27.366969696969697,0.02199375448975428
2025-11-24,4.1,5.8,0.0,False,ga10133,0.2,11,0,11-24,30.71240740740741,0.018759287167256247
2025-11-24,4.1,5.8,0.0,False,ga1013sf,0.2,11,0,11-24,33.61,0.0030674859486950912
2025-11-24,4.1,5.8,0.0,False,ga10141,0.2,11,0,11-24,15.282450980392158,0.031186932544049282
2025-11-24,4.1,5.8,0.0,False,ga10142,0.2,11,0,11-24,18.073333333333338,0.010279720021393827
2025-11-24,4.1,5.8,0.0,False,ga10143,0.2,11,0,11-24,21.90571428571429,0.013181212379850654
2025-11-24,4.1,5.8,0.0,False,ga10151,0.2,11,0,11-24,222.81370967741935,0.19657754071376457
2025-11-24,4.1,5.8,0.0,False,ga10152,0.2,11,0,11-24,306.24861111111113,0.024077582514955172
2025-11-24,4.1,5.8,0.0,False,ga10153,0.2,11,0,11-24,344.97953125,0.031177481393778083
2025-11-24,4.1,5.8,0.0,False,ga1015sf,0.2,11,0,11-24,383.35,0.0028839935669188114
2025-11-24,4.1,5.8,0.0,False,ga10161,0.2,11,0,11-24,223.3226388888889,0.27047030568479424
2025-11-24,4.1,5.8,0.0,False,ga10162,0.2,11,0,11-24,281.30833333333334,0.01749493238864802
2025-11-24,4.1,5.8,0.0,False,ga10163,0.2,11,0,11-24,335.601,0.05689659286667868
2025-11-24,4.1,5.8,0.0,False,ga1016sf,0.2,11,0,11-24,357.635,0.002907264182349875
2025-11-24,4.1,5.8,0.0,False,ga10171,0.2,11,0,11-24,531.8227407407408,0.07033392130278505
2025-11-24,4.1,5.8,0.0,False,ga10172,0.2,11,0,11-24,671.0657142857143,0.010161471475122847
2025-11-24,4.1,5.8,0.0,False,ga10173,0.2,11,0,11-24,795.1084615384615,0.03855458425497892
2025-11-24,4.1,5.8,0.0,False,ga1017sf,0.2,11,0,11-24,831.5619999999999,0.007537790448732196
2025-11-24,4.1,5.8,0.0,False,ga10201,0.0,11,0,11-24,163.8675,0.0044110827094133295
2025-11-24,4.1,5.8,0.0,False,ga10202,0.0,11,0,11-24,177.01,0.0013853368606551594
2025-11-24,4.1,5.8,0.0,False,ga10211,0.0,11,0,11-24,99.33,0.0013853368606551594
2025-11-24,4.1,5.8,0.0,False,ga1021sf,0.0,11,0,11-24,160.27,0.0014736732045530637
2025-11-24,4.1,5.8,0.0,False,ga10261,0.0,11,0,11-24,103.3599200913242,0.19031835969494643
2025-11-24,4.1,5.8,0.0,False,ga10262,0.0,11,0,11-24,134.78777777777776,0.03004333706943661
2025-11-24,4.1,5.8,0.0,False,ga10263,0.0,11,0,11-24,151.54341269841268,0.07928957513989052
2025-11-24,4.1,5.8,0.0,False,ga1026sf,0.0,11,0,11-24,175.794,0.00753531687266621
2025-11-24,4.1,5.8,0.0,False,ga10271,0.2,11,0,11-24,274.67756097560977,0.07411958764710719
2025-11-24,4.1,5.8,0.0,False,ga10272,0.2,11,0,11-24,396.43,0.006027078940323929
2025-11-24,4.1,5.8,0.0,False,ga10273,0.2,11,0,11-24,412.6914,0.0388630296690456
2025-11-24,4.1,5.8,0.0,False,ga1027sf,0.2,11,0,11-24,462.2546666666667,0.00989294485677978
2025-11-24,4.1,5.8,0.0,False,ga10281,0.0,11,0,11-24,161.0904,0.0517467904896276
2025-11-24,4.1,5.8,0.0,False,ga10282,0.0,11,0,11-24,238.225,0.009856316682461768
2025-11-24,4.1,5.8,0.0,False,ga10283,0.0,11,0,11-24,275.5211764705882,0.08276094353677796
2025-11-24,4.1,5.8,0.0,False,ga1028sf,0.0,11,0,11-24,278.3616666666667,0.0057878045363934875
2025-11-24,4.1,5.8,0.0,False,ga10291,0.2,11,0,11-24,311.5941860465116,0.06754407953676468
2025-11-24,4.1,5.8,0.0,False,ga10292,0.2,11,0,11-24,421.89875,0.01090842710210849
2025-11-24,4.1,5.8,0.0,False,ga10293,0.2,11,0,11-24,451.72833333333335,0.04324289238107399
2025-11-24,4.1,5.8,0.0,False,ga10301,0.0,11,0,11-24,179.523,0.04707821835363853
2025-11-24,4.1,5.8,0.0,False,ga10302,0.0,11,0,11-24,253.26142857142855,0.01279522732528128
2025-11-24,4.1,5.8,0.0,False,ga10303,0.0,11,0,11-24,305.0464705882353,0.0305447562413258
2025-11-24,4.1,5.8,0.0,False,ga1030sf,0.0,11,0,11-24,364.435,0.0030432484704704323
2025-11-24,4.1,5.8,0.0,False,ga10311,0.2,11,0,11-24,149.807988372093,0.4897241030056436
2025-11-24,4.1,5.8,0.0,False,ga10312,0.2,11,0,11-24,206.6314955357143,0.09285670586478711
2025-11-24,4.1,5.8,0.0,False,ga10313,0.2,11,0,11-24,224.4227470238095,0.22713150192098278
2025-11-24,4.1,5.8,0.0,False,ga1031sf,0.2,11,0,11-24,258.45750000000004,0.017327959336656245
2025-11-24,4.1,5.8,0.0,False,ga10321,0.2,11,0,11-24,156.60714285714286,0.029031849886586865
2025-11-24,4.1,5.8,0.0,False,ga10322,0.2,11,0,11-24,197.444,0.007986756943315099
2025-11-24,4.1,5.8,0.0,False,ga10323,0.2,11,0,11-24,240.375,0.010408837173520175
2025-11-24,4.1,5.8,0.0,False,ga10331,0.2,11,0,11-24,182.71445121951217,0.07578227372110716
2025-11-24,4.1,5.8,0.0,False,ga10332,0.2,11,0,11-24,264.0875,0.031102805468984623
2025-11-24,4.1,5.8,0.0,False,ga10333,0.2,11,0,11-24,301.275,0.03043289996702267
2025-11-24,4.1,5.8,0.0,False,ga1033sf,0.2,11,0,11-24,266.7558333333333,0.009439773942810354
2025-11-24,4.1,5.8,0.0,False,ga11001,0.0,11,0,11-24,74.87,0.0031008603462428425
2025-11-24,4.1,5.8,0.0,False,ga11002,0.0,11,0,11-24,115.29666666666668,0.006443932186251757
2025-11-24,4.1,5.8,0.0,False,sw10004,0.2,11,0,11-24,38.290757575757574,0.10543802769149262
2025-11-24,4.1,5.8,0.0,False,sw100041,0.2,11,0,11-24,49.46108024691358,0.12103301224512314
2025-11-24,4.1,5.8,0.0,False,sw100042,0.2,11,0,11-24,57.16393518518518,0.2781073730497232
2025-11-24,4.1,5.8,0.0,False,sw100043,0.2,11,0,11-24,46.660625,0.012299559041285662
2025-11-24,4.1,5.8,0.0,False,sw100044,0.2,11,0,11-24,57.537499999999994,0.004331325973057107
