date,qty,tavg,prcp,tsun,sale_percent,weather_label,sale_active
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
2025-11-18,0.0,1.6,0.0,474.0,0.0,sun,False
2025-11-18,0.0,1.6,0.0,474.0,0.2,sun,True
