date,SKU,qty,tavg,prcp,tsun,sale_percent,weather_label,sale_active
2024-01-27,9312sf,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,ga10283,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,92096,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,ga10202,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,9108dx,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,9107sf,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,92018,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,92076,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,9104fz,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,ga10293,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,ga10201,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,92072,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,9101sf,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,92074,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,9313ub,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,9317sf,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,sw100042,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,sw100043,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,ga10172,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,sz11022,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,ga10291,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,92056,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,sw100175,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,ga10262,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,ga10113,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,9105ub,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,ga10303,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,9102dx,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,9108sf,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,92034,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,sw100174,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,92108,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,ga10211,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,9102ub,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,9202,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,9204,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,92032,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,ga10173,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,ga10272,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,sw100173,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,9108fz,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,9206,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,92082,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,92078,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,sz21031,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,ga10273,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,ga10302,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,9312fz,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,sw100185,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,ga10271,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,9318dx,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,9311sf,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,sw10036,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,9115fz,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,9103sf,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,sw100371,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,9112dx,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,9201,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,9311fz,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,9104dx,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,ga10152,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,92088,0.0,3.0,0.0,510.0,0.0,sun,False
2024-01-27,9111ub,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,9313fz,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,9104ub,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,ga10143,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,ga10333,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,ga10133,0.0,3.0,0.0,510.0,0.24,sun,True
2024-01-27,sw10017,0.0,3.0,0.0,510.0,0.24,sun,True
